network_id,timestamp,pressure,flow_rate,lat,lng,ph,turbidity,conductivity,dissolved_oxygen,temperature,pipe_condition,age_years,material,diameter,last_inspection,efficiency_score,reliability_index,water_loss_percentage,customer_satisfaction,response_time_minutes
network_016,2025-07-12T12:04:15.955978,4.47,92.54,28.097635,-73.107466,7.79,2.09,621.0,10.6,23.9,excellent,9,PVC,486.0,2025-05-28T15:04:15.982583,73.8,0.919,21.0,79.4,103.0
network_004,2025-07-12T13:04:15.955978,6.74,74.51,37.092257,-84.899788,7.75,4.71,378.0,7.0,19.7,fair,11,cast_iron,590.0,2024-11-01T15:04:15.982610,81.6,0.886,12.8,87.7,70.0
network_006,2025-07-12T14:04:15.955978,4.71,97.23,34.120258,-89.785572,6.57,4.55,366.0,8.1,24.0,fair,49,steel,468.0,2024-12-21T15:04:15.982647,89.8,0.806,17.1,92.5,47.0
network_018,2025-07-12T15:04:15.955978,3.75,65.81,43.043258,-118.146729,6.89,1.61,760.0,8.0,23.3,good,35,steel,333.0,2025-06-10T15:04:15.982675,91.9,0.819,9.5,74.7,52.0
network_010,2025-07-12T16:04:15.955978,3.12,79.43,34.847239,-119.977109,6.73,4.99,269.0,9.9,23.2,poor,19,concrete,399.0,2024-09-08T15:04:15.982710,87.3,0.932,20.7,73.7,103.0
network_002,2025-07-12T17:04:15.955978,5.47,53.17,30.775401,-100.693753,6.79,0.57,667.0,8.6,23.6,poor,30,concrete,518.0,2024-10-12T15:04:15.982745,75.6,0.859,6.0,80.2,45.0
network_004,2025-07-12T18:04:15.955978,3.63,93.22,35.349302,-76.08883,8.01,0.2,272.0,9.1,17.7,excellent,36,HDPE,416.0,2024-08-03T15:04:15.982790,70.6,0.882,20.7,88.9,92.0
network_005,2025-07-12T19:04:15.955978,6.76,35.84,42.238983,-78.894459,7.24,0.31,750.0,9.5,23.5,fair,38,steel,244.0,2024-10-31T15:04:15.982827,73.4,0.895,14.7,86.1,35.0
network_002,2025-07-12T20:04:15.955978,5.4,51.35,47.808145,-75.22921,6.69,1.62,251.0,7.8,15.0,good,47,PVC,108.0,2025-03-13T15:04:15.982861,89.6,0.828,16.6,73.8,35.0
network_003,2025-07-12T21:04:15.955978,4.13,31.63,25.574589,-92.864052,7.38,4.69,268.0,8.6,15.4,fair,32,HDPE,360.0,2024-10-12T15:04:15.982893,77.3,0.943,23.3,90.3,28.0
network_003,2025-07-12T22:04:15.955978,6.03,33.05,40.960556,-74.949134,7.85,1.38,386.0,8.2,16.9,excellent,39,steel,147.0,2024-10-01T15:04:15.982930,74.0,0.944,24.7,80.1,91.0
network_003,2025-07-12T23:04:15.955978,3.93,12.63,45.716654,-85.802019,7.98,1.88,330.0,9.9,24.0,good,33,steel,315.0,2025-01-23T15:04:15.982957,71.6,0.843,14.7,93.5,81.0
network_012,2025-07-13T00:04:15.955978,4.78,99.48,26.389879,-90.917831,7.65,0.67,264.0,11.2,15.7,poor,24,HDPE,245.0,2025-01-05T15:04:15.982991,81.2,0.95,21.6,73.3,99.0
network_018,2025-07-13T01:04:15.955978,3.07,48.82,40.284376,-96.208927,8.11,4.12,749.0,6.4,15.7,excellent,30,HDPE,377.0,2024-11-27T15:04:15.983031,78.4,0.917,7.3,81.4,33.0
network_001,2025-07-13T02:04:15.955978,5.95,33.01,46.508391,-81.222547,7.31,4.5,231.0,10.5,23.8,poor,46,PVC,460.0,2024-11-18T15:04:15.983076,74.1,0.839,10.4,75.8,93.0
network_011,2025-07-13T03:04:15.955978,4.34,88.05,37.601153,-97.00299,7.59,0.8,392.0,8.3,24.7,good,29,HDPE,471.0,2024-08-01T15:04:15.983116,82.3,0.96,9.7,71.0,51.0
network_005,2025-07-13T04:04:15.955978,4.16,12.63,26.038378,-101.375081,7.05,2.91,796.0,10.8,17.6,fair,49,PVC,215.0,2025-03-17T15:04:15.983151,92.8,0.842,11.2,71.1,115.0
network_010,2025-07-13T05:04:15.955978,5.91,29.57,34.275993,-76.149081,6.59,3.17,377.0,8.4,20.6,poor,16,concrete,282.0,2025-06-29T15:04:15.983179,87.8,0.981,9.8,80.0,78.0
network_002,2025-07-13T06:04:15.955978,6.11,49.95,46.109844,-90.474533,8.39,2.78,514.0,11.8,17.9,excellent,33,PVC,392.0,2024-12-23T15:04:15.983205,86.0,0.952,7.4,93.4,27.0
network_001,2025-07-13T07:04:15.955978,3.22,56.71,48.361693,-75.579437,6.64,4.9,548.0,11.3,18.2,excellent,40,steel,490.0,2024-10-17T15:04:15.983265,84.8,0.83,11.3,71.4,74.0
network_019,2025-07-13T08:04:15.955978,4.2,16.12,48.800052,-83.23698,7.64,0.42,641.0,8.1,21.6,excellent,15,concrete,591.0,2025-04-27T15:04:15.983297,84.9,0.868,6.8,81.0,54.0
network_014,2025-07-13T09:04:15.955978,3.83,81.25,45.951649,-108.26268,8.02,4.98,610.0,6.0,19.8,fair,43,HDPE,469.0,2025-06-19T15:04:15.983325,73.3,0.893,13.6,75.7,90.0
network_001,2025-07-13T10:04:15.955978,5.11,36.53,42.102935,-119.361223,6.88,2.02,759.0,6.0,17.2,poor,26,steel,332.0,2025-05-13T15:04:15.983351,80.6,0.867,17.4,88.2,69.0
network_013,2025-07-13T11:04:15.955978,3.81,41.36,46.396583,-119.77241,6.95,1.47,299.0,7.1,21.6,poor,42,PVC,101.0,2024-08-24T15:04:15.983379,70.2,0.856,14.0,88.2,112.0
network_020,2025-07-13T12:04:15.955978,5.02,22.39,39.668759,-109.987213,7.16,2.5,589.0,9.8,17.6,fair,30,concrete,269.0,2025-02-05T15:04:15.983405,73.8,0.898,15.4,83.6,100.0
network_001,2025-07-13T13:04:15.955978,4.69,19.56,34.792613,-81.020222,7.66,2.54,724.0,7.9,23.3,excellent,34,PVC,224.0,2024-11-02T15:04:15.983438,89.5,0.831,13.0,90.8,20.0
network_015,2025-07-13T14:04:15.955978,4.04,33.38,34.452459,-106.182479,7.85,1.54,544.0,9.4,20.4,excellent,15,PVC,396.0,2025-03-30T15:04:15.983464,85.1,0.98,5.5,79.5,35.0
network_004,2025-07-13T15:04:15.955978,5.89,42.61,44.147561,-87.417278,7.5,3.48,575.0,12.0,19.4,poor,20,concrete,502.0,2025-01-11T15:04:15.983489,78.5,0.973,7.2,71.8,45.0
network_012,2025-07-13T16:04:15.955978,5.97,67.67,34.287755,-105.884612,7.25,4.16,351.0,7.5,19.0,poor,23,concrete,464.0,2024-12-10T15:04:15.983514,72.0,0.901,13.4,86.2,17.0
network_003,2025-07-13T17:04:15.955978,3.51,28.01,37.383352,-73.804819,8.22,2.88,210.0,7.8,17.6,fair,6,steel,164.0,2025-05-06T15:04:15.983540,77.9,0.85,18.6,90.2,34.0
network_001,2025-07-13T18:04:15.955978,6.14,80.4,25.476292,-77.841942,7.63,4.45,297.0,7.3,15.9,poor,12,cast_iron,184.0,2025-01-03T15:04:15.983588,84.0,0.916,7.1,72.4,107.0
network_006,2025-07-13T19:04:15.955978,6.8,57.92,29.46252,-103.576099,7.81,4.31,784.0,10.6,17.1,good,21,concrete,337.0,2025-02-01T15:04:15.983613,91.4,0.918,19.7,92.7,55.0
network_017,2025-07-13T20:04:15.955978,3.79,94.2,47.167924,-92.12467,7.8,0.68,579.0,9.5,23.2,fair,5,steel,325.0,2024-08-21T15:04:15.983645,72.8,0.839,15.3,83.5,114.0
network_009,2025-07-13T21:04:15.955978,3.58,19.26,40.583792,-77.406427,8.5,4.94,431.0,11.1,19.5,good,40,steel,244.0,2025-05-21T15:04:15.983671,73.1,0.97,8.4,78.3,76.0
network_011,2025-07-13T22:04:15.955978,5.86,23.33,38.058742,-114.434303,7.0,1.63,285.0,10.7,15.4,good,21,cast_iron,255.0,2025-01-08T15:04:15.983697,80.2,0.98,18.5,81.1,27.0
